Índice de volume de serviços - total
 ;janeiro 2011;fevereiro 2011;março 2011;abril 2011;maio 2011;junho 2011;julho 2011;agosto 2011;setembro 2011;outubro 2011;novembro 2011;dezembro 2011;janeiro 2012;fevereiro 2012;março 2012;abril 2012;maio 2012;junho 2012;julho 2012;agosto 2012;setembro 2012;outubro 2012;novembro 2012;dezembro 2012;janeiro 2013;fevereiro 2013;março 2013;abril 2013;maio 2013;junho 2013;julho 2013;agosto 2013;setembro 2013;outubro 2013;novembro 2013;dezembro 2013;janeiro 2014;fevereiro 2014;março 2014;abril 2014;maio 2014;junho 2014;julho 2014;agosto 2014;setembro 2014;outubro 2014;novembro 2014;dezembro 2014;janeiro 2015;fevereiro 2015;março 2015;abril 2015;maio 2015;junho 2015;julho 2015;agosto 2015;setembro 2015;outubro 2015;novembro 2015;dezembro 2015;janeiro 2016;fevereiro 2016;março 2016;abril 2016;maio 2016;junho 2016;julho 2016;agosto 2016;setembro 2016;outubro 2016;novembro 2016;dezembro 2016;janeiro 2017;fevereiro 2017;março 2017;abril 2017;maio 2017;junho 2017;julho 2017;agosto 2017;setembro 2017;outubro 2017;novembro 2017;dezembro 2017;janeiro 2018;fevereiro 2018;março 2018;abril 2018;maio 2018;junho 2018;julho 2018;agosto 2018;setembro 2018;outubro 2018;novembro 2018;dezembro 2018;janeiro 2019;fevereiro 2019;março 2019;abril 2019;maio 2019;junho 2019;julho 2019;agosto 2019;setembro 2019;outubro 2019;novembro 2019;dezembro 2019;janeiro 2020;fevereiro 2020;março 2020;abril 2020;maio 2020;junho 2020;julho 2020;agosto 2020;setembro 2020;outubro 2020;novembro 2020;dezembro 2020;janeiro 2021;fevereiro 2021;março 2021;abril 2021;maio 2021;junho 2021;julho 2021;agosto 2021;setembro 2021;outubro 2021;novembro 2021;dezembro 2021;janeiro 2022;fevereiro 2022;março 2022;abril 2022;maio 2022;junho 2022;julho 2022;agosto 2022;setembro 2022;outubro 2022;novembro 2022;dezembro 2022;janeiro 2023;fevereiro 2023;março 2023;abril 2023;maio 2023;junho 2023;julho 2023;agosto 2023;setembro 2023;outubro 2023;novembro 2023;dezembro 2023;janeiro 2024;fevereiro 2024;março 2024;abril 2024;maio 2024;junho 2024;julho 2024;agosto 2024;setembro 2024;outubro 2024;novembro 2024;dezembro 2024;janeiro 2025;fevereiro 2025;março 2025;abril 2025;maio 2025;junho 2025;julho 2025;agosto 2025;setembro 2025;outubro 2025;novembro 2025;dezembro 2025;janeiro 2026;fevereiro 2026;março 2026
Brasil;84.3099;83.75978;88.04097;87.25925;90.32649;89.57903;91.21615;93.35956;91.79136;91.48308;93.14797;100.49501;88.1407;86.65627;94.17348;89.83736;94.54557;92.94289;94.29978;97.19065;94.26392;98.1207;96.9834;103.89676;92.54566;88.61865;95.83888;96.94533;97.9148;96.80087;99.27703;99.33373;98.93265;102.21061;101.19192;107.58205;97.63066;94.77919;98.55459;98.57511;100.64206;98.27029;101.36623;100.76381;101.9635;104.23927;102.23443;108.13736;94.60379;91.12558;100.82027;95.75285;97.48066;96.08156;97.08074;97.22343;97.0727;98.16453;95.71546;102.69431;89.87521;87.59025;94.86837;91.18002;91.57856;92.81982;92.74914;93.39892;92.34077;90.6883;91.29004;96.82564;86.70229;82.92088;89.89053;85.94189;89.81432;90.05549;89.75467;91.01243;89.39485;90.35642;90.66996;97.36692;85.41752;81.02716;89.08446;87.67882;86.42247;90.93625;89.6671;92.52711;89.80597;91.71588;91.47887;97.75778;87.08612;84.12216;87.01114;87.07889;90.56845;87.73101;91.28838;91.31806;91.26627;94.29312;93.18513;99.24965;88.52016;84.61349;84.58371;72.0495;73.05645;77.00246;80.35229;82.15619;84.87685;87.34009;88.5454;96.17834;84.06348;83.05307;88.46638;86.55551;90.0544;93.24844;94.65083;95.77175;94.65969;93.72302;97.59773;106.68322;91.92457;89.20278;98.6979;94.67279;98.22895;99.22516;100.58128;104.10478;103.55595;102.81034;103.94298;113.05252;96.63815;93.40244;105.08354;97.24814;103.26822;103.44944;104.40512;105.996;103.64494;103.82361;105.74193;112.19132;101.59946;96.9579;104.05418;103.14603;104.16662;105.41407;108.54947;107.94947;107.58854;110.47669;108.43022;115.36796;102.74056;101.22001;106.05088;105.10792;108.34345;108.62646;111.63128;110.66626;112.25021;113.02487;111.36827;119.56459;106.07249;101.65423;109.26208

Fonte: "IBGE - Pesquisa Mensal de Serviços"
