Trimestre,Setor,Produtividade_Hora_Habitual,Investimento_Tech_USD,VAB_Industria_Volume,Share_it,Bartik_Tech_it,Stringency_Index
2017q4,Outros Serviços,5.372020411992316,2647083792,1.1,0.11893833417517245,314839736.64257866,0.0
2018q1,Outros Serviços,5.189246424503944,2489705612,0.5,0.11881553576354377,295815706.1832816,0.0
2018q2,Outros Serviços,5.405154002580956,2640118823,-1.6,0.11857238197029436,313045177.52772,0.0
2018q3,Outros Serviços,5.419029162420177,2587367295,1.1,0.11929649120322744,308663839.7474859,0.0
2018q4,Outros Serviços,5.4161145314608925,2491772963,-0.5,0.11878660058317674,295989239.69983983,0.0
2019q1,Outros Serviços,5.216141210573148,2532575122,-0.9,0.11768854937122551,298055092.2818345,0.0
2019q2,Outros Serviços,5.287161987882654,2565062774,0.6,0.11903980258652709,305344566.23900956,0.0
2019q3,Outros Serviços,5.31026406156241,2376642871,0.2,0.11913332844755477,283137375.75338256,0.0
2019q4,Outros Serviços,5.406725748727042,2503083604,0.1,0.12018712739199931,300838427.9867728,0.0
2020q1,Outros Serviços,5.114104460764542,2357524519,-1.9,0.11684907567341142,275474560.92255384,16.942967032967033
2020q2,Outros Serviços,5.083290599395005,2014228419,-11.8,0.10413339780635145,209748449.22858533,77.64978021978023
2020q3,Outros Serviços,5.866627000186742,2690365501,15.4,0.10218881931037914,274925274.06056666,73.7641304347826
2020q4,Outros Serviços,6.055321444513025,2803870802,2.5,0.10359439094433026,290465288.0197808,61.44369565217391
2021q1,Outros Serviços,5.736122913016091,2671732039,1.7,0.10239861588097311,273581662.79845005,69.496
2021q2,Outros Serviços,5.731276057072719,2580148771,-1.6,0.1040761198886843,268531872.82123744,62.87582417582417
2021q3,Outros Serviços,5.844056020182682,2795427895,-1.1,0.10562901378376728,295278291.65248257,55.25532608695652
2021q4,Outros Serviços,5.709401614569009,2907096620,-2.7,0.1116371503553129,324539982.4643619,51.5175
2022q1,Outros Serviços,5.522712600895078,2938566873,3.3,0.1116441657680963,328073847.0898484,37.565666666666665
2022q2,Outros Serviços,5.69815784455357,3216294182,1.5,0.11225393765691027,361041686.59251124,29.496923076923075
2022q3,Outros Serviços,5.866204469082493,3079200592,0.5,0.11495392286314976,353966187.33293307,24.421739130434784
2022q4,Outros Serviços,5.94864811063643,2866615674,-0.6,0.11374041529079944,326050057.23987496,22.22
