Setor,Trimestre,Produtividade_Hora_Habitual,Estoque_TI_Setor,Densidade_TI,Capital_Humano_FGV,Selic
Intermediação Financeira,2013q2,42.77344248027904,57891.92271327001,0.0436304773810711,102.35550689697266,7.526666666666666
Intermediação Financeira,2013q3,44.45571845226495,58992.16516622,0.046024392047296,102.14210510253906,8.526666666666666
Intermediação Financeira,2013q4,44.135461570013184,51842.587961529985,0.039815706851715364,102.35945129394531,9.533333333333333
Intermediação Financeira,2014q1,42.82200050424401,43508.87092088,0.032863166844023704,103.20686340332031,10.416666666666666
Intermediação Financeira,2014q2,43.24858709431869,41675.91024773,0.032035340690888606,104.41029357910156,10.89
Intermediação Financeira,2014q3,42.18604604604595,40334.29558654001,0.029837120240521105,104.5859375,10.9
Intermediação Financeira,2014q4,43.26565044240226,57811.12080728,0.04295024880310578,105.12271881103516,11.216666666666667
Intermediação Financeira,2015q1,43.575776165609945,55155.83107609998,0.04234280776659902,106.01679229736328,12.183333333333332
Intermediação Financeira,2015q2,43.75451300436463,43187.50877296,0.03364659330196528,107.37136840820312,13.136666666666665
Intermediação Financeira,2015q3,46.338008015798486,40083.07537243001,0.03316555853378057,107.95160675048828,13.996666666666668
Intermediação Financeira,2015q4,47.76336439454321,42908.40276986,0.03546969488296375,106.95196533203125,14.15
Intermediação Financeira,2016q1,43.03792630530189,47482.4994487,0.03733194360378419,109.09098815917969,14.15
Intermediação Financeira,2016q2,44.76965117741305,61422.89598101001,0.05103877915380147,109.75340270996094,14.15
Intermediação Financeira,2016q3,43.21083929759968,52648.04205306001,0.04318891139478543,110.8108901977539,14.15
Intermediação Financeira,2016q4,42.57000523768977,56097.74153811,0.04434117308732821,111.60974884033203,13.866666666666667
Intermediação Financeira,2017q1,40.45813359943225,55974.59080462,0.043826413703061076,111.98241424560547,12.713333333333333
Intermediação Financeira,2017q2,43.73229410990746,53728.03650477,0.04487450480430792,112.41259002685547,10.963333333333333
Intermediação Financeira,2017q3,41.64991586634351,65119.08206025,0.05189699803048932,113.01736450195312,9.17
Intermediação Financeira,2017q4,42.67392726787711,66715.59561168999,0.05193206750895915,112.57491302490234,7.47
Intermediação Financeira,2018q1,41.72488174677449,70225.32604033,0.05552712399311089,113.65958404541016,6.733333333333333
Intermediação Financeira,2018q2,42.646573000321574,59183.90296495999,0.04712008180827713,114.9787368774414,6.400000000000001
Intermediação Financeira,2018q3,41.801993896689766,72231.81876665,0.0566107615464751,115.1507797241211,6.400000000000001
Intermediação Financeira,2018q4,43.22311972389763,68140.57672381,0.05361096976487498,115.61083984375,6.400000000000001
Intermediação Financeira,2019q1,40.50922880740979,58007.650733229995,0.04430267069797375,116.07392120361328,6.400000000000001
Intermediação Financeira,2019q2,40.027234723660776,76327.62229094004,0.057671210884261775,116.75357818603516,6.400000000000001
Intermediação Financeira,2019q3,41.4986672203437,62202.03364892001,0.04758111577036738,116.94534301757812,6.003333333333334
Intermediação Financeira,2019q4,43.938554996120125,67536.87246194002,0.05250301445336215,117.18951416015625,4.956666666666667
Intermediação Financeira,2020q1,40.8892716208699,76572.23666955001,0.05856389692722445,117.7695541381836,4.180000000000001
Intermediação Financeira,2020q2,46.06563681941588,59277.82032286,0.0474345294787371,123.0787124633789,3.08
Intermediação Financeira,2020q3,47.12139171232999,57670.35705151001,0.04762534800871252,124.04821014404297,1.9966666666666668
Intermediação Financeira,2020q4,41.86635367670437,68389.26533356,0.049355233184281706,124.14573669433594,1.8999999999999997
Intermediação Financeira,2021q1,38.90220675923479,68215.31762408999,0.048923131350313794,124.17011260986328,2.01
Intermediação Financeira,2021q2,39.35349875910707,99622.29288959,0.0726978909444604,123.7278060913086,3.233333333333333
Intermediação Financeira,2021q3,40.55973201735893,74024.47931506002,0.05442611568400101,120.86347198486328,4.863333333333333
Intermediação Financeira,2021q4,40.41193261697225,89130.10950424,0.06208504304888239,120.00018310546875,7.57
Intermediação Financeira,2022q1,37.45054965745948,107840.87347792,0.07472163597685502,119.99581909179688,10.263333333333334
Intermediação Financeira,2022q2,35.61724529183096,108914.51902886,0.07277500177774233,120.35163879394531,12.35
Intermediação Financeira,2022q3,36.434806918181366,118375.42750689,0.07702352383963298,120.68605041503906,13.46
Intermediação Financeira,2022q4,36.278450015676384,137073.24128972,0.08508965101557443,120.80690002441406,13.65
Intermediação Financeira,2023q1,35.91748814669867,107494.26472718998,0.06747031573372345,121.36286926269531,13.65
Intermediação Financeira,2023q2,37.03029944390921,119508.85378782,0.07696363735073862,122.77163696289062,13.65
Intermediação Financeira,2023q3,37.13186459841968,111220.78792103002,0.0681407497941091,123.06672668457031,13.270000000000001
Intermediação Financeira,2023q4,39.64436697266555,131821.38477388996,0.08277761663374796,123.19367980957031,12.229999999999999
Intermediação Financeira,2024q1,38.41798205950623,122188.43049873,0.07676817938235436,123.5212173461914,11.266666666666666
Intermediação Financeira,2024q2,39.841832925325505,148753.12704167998,0.09547425667353139,124.31383514404297,10.503333333333334
Intermediação Financeira,2024q3,39.82397165647628,120425.49097199,0.07478530943380547,124.24364471435547,10.433333333333334
Intermediação Financeira,2024q4,41.7032111021718,146265.68122075003,0.09334066356316716,125.28343200683594,11.153333333333334
Intermediação Financeira,2025q1,37.59789429183682,138425.3244099,0.08630980519454844,125.89030456542969,12.986666666666666
Intermediação Financeira,2025q2,36.94963808525544,158973.31426166004,0.09587233587323528,126.30794525146484,14.479999999999999
Intermediação Financeira,2025q3,38.53255936522224,150353.06513922004,0.09340226602000598,126.67884063720703,14.9
Outros Serviços,2012q2,5.790111308153887,43460.68162344,0.004436462608894797,100,8.87
Outros Serviços,2012q3,5.863402997417075,37752.82745706,0.003777181012692023,100.18153381347656,7.77
Outros Serviços,2012q4,6.174225840061996,34912.551998049996,0.003521810871002566,100.7004165649414,7.176666666666667
Outros Serviços,2013q1,5.655375119417294,41910.82695427001,0.004205425000056592,101.4244155883789,7.126666666666668
Outros Serviços,2013q2,5.817465972022738,37828.52828660001,0.003833437436889924,102.35550689697266,7.526666666666666
Outros Serviços,2013q3,5.906944545097087,30928.23585667,0.0031124341349939143,102.14210510253906,8.526666666666666
Outros Serviços,2013q4,6.082950431391185,37242.28842696,0.0037284570024964507,102.35945129394531,9.533333333333333
Outros Serviços,2014q1,5.684224760600106,40526.162333329994,0.004067739739848464,103.20686340332031,10.416666666666666
Outros Serviços,2014q2,5.734706154089994,53140.76654963,0.005289955868400824,104.41029357910156,10.89
Outros Serviços,2014q3,5.7266716373597335,44164.8455185,0.004345471562632138,104.5859375,10.9
Outros Serviços,2014q4,5.80982971356353,41977.14981850001,0.004167769608591872,105.12271881103516,11.216666666666667
Outros Serviços,2015q1,5.48118689628172,40782.91077002,0.004063512012288114,106.01679229736328,12.183333333333332
Outros Serviços,2015q2,5.478560903299965,39165.68496361,0.003898844014379426,107.37136840820312,13.136666666666665
Outros Serviços,2015q3,5.4434624488651915,40052.90719473999,0.003952917781619603,107.95160675048828,13.996666666666668
Outros Serviços,2015q4,5.610217712155797,50915.96986685001,0.0048843462613861926,106.95196533203125,14.15
Outros Serviços,2016q1,5.359792842071396,45585.824301340006,0.004414324754386516,109.09098815917969,14.15
Outros Serviços,2016q2,5.434250377371557,53026.44957578,0.005131582935366516,109.75340270996094,14.15
Outros Serviços,2016q3,5.477971510292515,43376.27948374998,0.004172055554867732,110.8108901977539,14.15
Outros Serviços,2016q4,5.545378580324175,36819.31683863,0.0035569904457587375,111.60974884033203,13.866666666666667
Outros Serviços,2017q1,5.244319769614192,40970.052513040006,0.004020157618914907,111.98241424560547,12.713333333333333
Outros Serviços,2017q2,5.361835714968258,46919.705487169995,0.004475586713041238,112.41259002685547,10.963333333333333
Outros Serviços,2017q3,5.372202827831957,30637.400574160005,0.002889930989608342,113.01736450195312,9.17
Outros Serviços,2017q4,5.372020411992316,35769.49059290999,0.0032608143886669262,112.57491302490234,7.47
Outros Serviços,2018q1,5.189246424503944,33684.60791569999,0.003119576955426617,113.65958404541016,6.733333333333333
Outros Serviços,2018q2,5.405154002580956,30083.6768407,0.0027740100548303073,114.9787368774414,6.400000000000001
Outros Serviços,2018q3,5.419029162420177,34682.37649213001,0.0031284302284394334,115.1507797241211,6.400000000000001
Outros Serviços,2018q4,5.4161145314608925,27040.467764,0.0024337590351900936,115.61083984375,6.400000000000001
Outros Serviços,2019q1,5.216141210573148,26263.21632330001,0.002409368668448002,116.07392120361328,6.400000000000001
Outros Serviços,2019q2,5.287161987882654,30186.51885752,0.0026931416471783357,116.75357818603516,6.400000000000001
Outros Serviços,2019q3,5.31026406156241,25541.172864529995,0.002263026892162504,116.94534301757812,6.003333333333334
Outros Serviços,2019q4,5.406725748727042,23484.58140456,0.002045753493189574,117.18951416015625,4.956666666666667
Outros Serviços,2020q1,5.114104460764542,35410.75586559,0.0032545594267252517,117.7695541381836,4.180000000000001
Outros Serviços,2020q2,5.083290599395005,26053.537985770003,0.002976694478445705,123.0787124633789,3.08
Outros Serviços,2020q3,5.866627000186742,22908.45650735,0.002686712343487255,124.04821014404297,1.9966666666666668
Outros Serviços,2020q4,6.055321444513025,30183.075371370003,0.0033402929480369904,124.14573669433594,1.8999999999999997
Outros Serviços,2021q1,5.736122913016091,32719.21823188,0.0036692757015418112,124.17011260986328,2.01
Outros Serviços,2021q2,5.731276057072719,25371.143891910004,0.0027272662766881445,123.7278060913086,3.233333333333333
Outros Serviços,2021q3,5.844056020182682,19280.59565655,0.0019631988108776764,120.86347198486328,4.863333333333333
Outros Serviços,2021q4,5.709401614569009,15398.06187657,0.0014405557368124583,120.00018310546875,7.57
Outros Serviços,2022q1,5.522712600895078,21177.33347773,0.001990926000952447,119.99581909179688,10.263333333333334
Outros Serviços,2022q2,5.69815784455357,17356.6706864,0.001573433546693126,120.35163879394531,12.35
Outros Serviços,2022q3,5.866204469082493,17843.593277709995,0.0015636662188355343,120.68605041503906,13.46
Outros Serviços,2022q4,5.94864811063643,19723.036662209997,0.0017450371690970348,120.80690002441406,13.65
Outros Serviços,2023q1,5.619821361727899,12119.61382127,0.0011084801215846957,121.36286926269531,13.65
Outros Serviços,2023q2,5.714329762375752,28745.410833229995,0.002577245373844505,122.77163696289062,13.65
Outros Serviços,2023q3,5.8251884843417905,29082.453943530007,0.0026186265926819267,123.06672668457031,13.270000000000001
Outros Serviços,2023q4,5.924616528700491,26538.36157268,0.0022840497164260502,123.19367980957031,12.229999999999999
Outros Serviços,2024q1,5.680515623984122,17238.838861440003,0.0015157071213834636,123.5212173461914,11.266666666666666
Outros Serviços,2024q2,5.771200390877442,19852.926953029997,0.0017311663174752188,124.31383514404297,10.503333333333334
Outros Serviços,2024q3,5.9498442010089825,22560.39868321,0.0019421786789182857,124.24364471435547,10.433333333333334
Outros Serviços,2024q4,5.9613499307812186,24556.85043846,0.0021138989674283314,125.28343200683594,11.153333333333334
Outros Serviços,2025q1,5.67155515767565,33366.692121399996,0.002995674289108787,125.89030456542969,12.986666666666666
Outros Serviços,2025q2,5.784281896817535,31057.94486091,0.002747811022671924,126.30794525146484,14.479999999999999
Outros Serviços,2025q3,5.944329312102354,32773.90620413,0.0029782424821041984,126.67884063720703,14.9
Serviço de Informação,2012q2,18.114704007121603,370536.15954073,0.26770494944554724,100,8.87
Serviço de Informação,2012q3,18.31873840436385,393088.97097796,0.27824908175550805,100.18153381347656,7.77
Serviço de Informação,2012q4,20.127159626239727,372776.12429805007,0.2698457722604092,100.7004165649414,7.176666666666667
Serviço de Informação,2013q1,18.425847233848465,409938.5188674301,0.29755112880952356,101.4244155883789,7.126666666666668
Serviço de Informação,2013q2,19.24487154981433,403012.90217028995,0.294270682087407,102.35550689697266,7.526666666666666
Serviço de Informação,2013q3,18.805702442294,395441.53502275,0.28292511772454765,102.14210510253906,8.526666666666666
Serviço de Informação,2013q4,20.434999758087788,402728.8764430001,0.2808981309228122,102.35945129394531,9.533333333333333
Serviço de Informação,2014q1,19.047209368815505,372526.5054073699,0.26076638537286306,103.20686340332031,10.416666666666666
Serviço de Informação,2014q2,19.6180782290496,367128.79205338,0.2587898630237368,104.41029357910156,10.89
Serviço de Informação,2014q3,19.72506508174521,392178.17707721,0.2773230531871021,104.5859375,10.9
Serviço de Informação,2014q4,21.126750356813098,428333.66093114024,0.3056478762625427,105.12271881103516,11.216666666666667
