Setor,Trimestre,Period,d_ln_Produtividade,Impacto_tech_setor,d_ln_Cambio,d_Selic,VAB_Industria_Volume,Share_2012q1
APU,2023q3,2023-07-01,0.007611215090892021,0.0007392170000033629,-0.014429619012711559,-0.379999999999999,0.7,0.1575036196462163
APU,2023q4,2023-10-01,-0.013389815106801706,-0.0015293708650882844,0.014846925106051678,-1.0400000000000027,1.5,0.1575036196462163
APU,2024q1,2024-01-01,0.01326734217774339,0.018319447331009313,-9.421518755781122e-05,-0.9633333333333329,0.6,0.1575036196462163
APU,2024q2,2024-04-01,-0.0321410100093491,0.0032977427008170357,0.051942189732470334,-0.7633333333333319,0.5,0.1575036196462163
APU,2024q3,2024-07-01,0.007714972327215186,0.02028451849900659,0.06103984187305733,-0.07000000000000028,0.7,0.1575036196462163
APU,2024q4,2024-10-01,-0.01808888915434581,-0.02037308411177668,0.052229968613890954,0.7200000000000006,0.4,0.1575036196462163
Comércio,2012q2,2012-04-01,0.05097308262235822,0.0018137503983838587,0.10490787335067497,-1.4366666666666674,-2.1,0.030460071998707962
Comércio,2012q3,2012-07-01,0.05493851482775036,0.0002387520076329754,0.032767915578264306,-1.0999999999999996,1.5,0.030460071998707962
Comércio,2012q4,2012-10-01,-0.02216716074914782,-0.003773473791098183,0.01454974450225599,-0.5933333333333328,-0.9,0.030460071998707962
Comércio,2013q1,2013-01-01,-0.05942519812964897,0.0017346004435875252,-0.030949800646382197,-0.049999999999998934,0.3,0.030460071998707962
Comércio,2013q2,2013-04-01,0.05150746878975676,0.007022646050645112,0.03653703884775428,0.3999999999999986,2.9,0.030460071998707962
Comércio,2013q3,2013-07-01,0.020367679858049437,-0.002315127758304813,0.10026057652606335,0.9999999999999991,0.5,0.030460071998707962
Comércio,2013q4,2013-10-01,-0.00837172311399792,0.0005577706030558573,-0.005170008010641491,1.0066666666666677,-0.8,0.030460071998707962
Comércio,2014q1,2014-01-01,-0.05107959644599358,-0.0010014369628941358,0.03771592375115218,0.8833333333333329,0.1,0.030460071998707962
Comércio,2014q2,2014-04-01,0.011196359100631215,0.0004840659276489758,-0.05847310268713091,0.4733333333333345,-2.5,0.030460071998707962
Comércio,2014q3,2014-07-01,0.05338445174943174,-0.0006383336487713854,0.020171312936064778,0.009999999999999787,-0.5,0.030460071998707962
Comércio,2014q4,2014-10-01,2.6042848455087864e-05,0.0011003640057455704,0.11222140317856344,0.31666666666666643,0.8,0.030460071998707962
Comércio,2015q1,2015-01-01,-0.09020836758401729,-0.002162770490712927,0.1177350169727408,0.966666666666665,-2.1,0.030460071998707962
Comércio,2015q2,2015-04-01,-0.02480421681460032,-0.008418452654770392,0.07038418738881802,0.9533333333333331,-2.8,0.030460071998707962
Comércio,2015q3,2015-07-01,0.017855051581070702,-0.004505999947635235,0.14398075210599304,0.860000000000003,-2.0,0.030460071998707962
Comércio,2015q4,2015-10-01,-0.002971506221705056,-0.0029706365014389277,0.07976587665686452,0.15333333333333243,-1.7,0.030460071998707962
Comércio,2016q1,2016-01-01,-0.07727014012948619,-0.00043915475255354805,0.01739682790150887,0.0,-0.2,0.030460071998707962
Comércio,2016q2,2016-04-01,0.02138904127547936,0.003345035182191885,-0.10795932394566643,0.0,-0.6,0.030460071998707962
Comércio,2016q3,2016-07-01,0.0567977407471687,0.00021059674746151043,-0.07777469830757666,0.0,-1.0,0.030460071998707962
Comércio,2016q4,2016-10-01,-0.027143384577529517,0.004536050344154229,0.014106992753903702,-0.2833333333333332,-1.7,0.030460071998707962
Comércio,2017q1,2017-01-01,-0.04960804018872178,0.000783868846476035,-0.046764403924270725,-1.1533333333333342,0.9,0.030460071998707962
Comércio,2017q2,2017-04-01,0.040133359606790986,0.0014846477698420056,0.02227698075468809,-1.75,0.3,0.030460071998707962
Comércio,2017q3,2017-07-01,0.06786611148336386,0.0020663317021941737,-0.015606942019981362,-1.793333333333333,0.3,0.030460071998707962
Comércio,2017q4,2017-10-01,-0.020472760993522465,0.002330611408230829,0.02606949025424643,-1.7000000000000002,1.1,0.030460071998707962
Comércio,2018q1,2018-01-01,-0.045705644956263836,-0.001867022785245546,-0.0011502635576929876,-0.7366666666666664,0.5,0.030460071998707962
Comércio,2018q2,2018-04-01,0.01902210513862168,0.0017867710546509816,0.10575298638937713,-0.33333333333333215,-1.6,0.030460071998707962
Comércio,2018q3,2018-07-01,0.052084346680819626,-0.000614777294373381,0.09334328987546825,0.0,1.1,0.030460071998707962
Comércio,2018q4,2018-10-01,-0.023463250723942286,-0.0011467114417957236,-0.03818479547147202,0.0,-0.5,0.030460071998707962
Comércio,2019q1,2019-01-01,-0.05508936975852774,0.0004947364323055375,-0.010412546807952117,0.0,-0.9,0.030460071998707962
Comércio,2019q2,2019-04-01,0.028196685694306778,0.0003882541824643239,0.038559850467068335,0.0,0.6,0.030460071998707962
Comércio,2019q3,2019-07-01,0.06380231339164832,-0.0023239212847501758,0.013878494353589454,-0.3966666666666674,0.2,0.030460071998707962
Comércio,2019q4,2019-10-01,-0.02319013950324056,0.0015788819898910566,0.035525123915613355,-1.0466666666666669,0.1,0.030460071998707962
Comércio,2020q1,2020-01-01,-0.03451532536578639,-0.001824901826624021,0.079532534568028,-0.7766666666666664,-1.9,0.030460071998707962
Comércio,2020q2,2020-04-01,-0.00527384552789445,-0.004793682232967828,0.18954309575439465,-1.1000000000000005,-11.8,0.030460071998707962
Comércio,2020q3,2020-07-01,0.20437212335814037,0.008816389279781109,-0.001529104348209298,-1.0833333333333333,15.4,0.030460071998707962
Comércio,2020q4,2020-10-01,-0.023855965974798554,0.0012587269415356235,0.0029879298816946065,-0.09666666666666712,2.5,0.030460071998707962
Comércio,2021q1,2021-01-01,-0.06310156240693066,-0.0014704272601308238,0.014082666495261353,0.1100000000000001,1.7,0.030460071998707962
Comércio,2021q2,2021-04-01,-0.010223118144453425,-0.0010624444295115312,-0.03304545679714299,1.2233333333333332,-1.6,0.030460071998707962
Comércio,2021q3,2021-07-01,-0.010972706662585985,0.002441013132377222,-0.012479099776196545,1.6300000000000003,-1.1,0.030460071998707962
Comércio,2021q4,2021-10-01,-0.04152984131176418,0.0011931109721952755,0.06539429741048952,2.706666666666667,-2.7,0.030460071998707962
Comércio,2022q1,2022-01-01,-0.07948742530869657,0.00032796805159375356,-0.06469337471267944,2.6933333333333334,3.3,0.030460071998707962
Comércio,2022q2,2022-04-01,0.011239480205130992,0.002750782616842633,-0.061526752279471575,2.086666666666666,1.5,0.030460071998707962
Comércio,2022q3,2022-07-01,0.04978450571254189,-0.0013268348389061761,0.06466213921882047,1.1100000000000012,0.5,0.030460071998707962
Comércio,2022q4,2022-10-01,-0.016615965912361697,-0.0021790492480983775,0.0012057445663369304,0.1899999999999995,-0.6,0.030460071998707962
Comércio,2023q1,2023-01-01,-0.05436556221425626,-0.0016986341944147318,-0.011706187334243445,0.0,0.2,0.030460071998707962
Comércio,2023q2,2023-04-01,0.040749055222502495,-0.001928238656345574,-0.047962408624016684,0.0,0.9,0.030460071998707962
Comércio,2023q3,2023-07-01,0.055076611978542855,0.0001429592735287481,-0.014429619012711559,-0.379999999999999,0.7,0.030460071998707962
Comércio,2023q4,2023-10-01,-0.04026678525539551,-0.0002957693719544593,0.014846925106051678,-1.0400000000000027,1.5,0.030460071998707962
Comércio,2024q1,2024-01-01,-0.03754255277579044,0.0035428499099416553,-9.421518755781122e-05,-0.9633333333333329,0.6,0.030460071998707962
Comércio,2024q2,2024-04-01,0.03374471375753729,0.0006377598199059144,0.051942189732470334,-0.7633333333333319,0.5,0.030460071998707962
Comércio,2024q3,2024-07-01,0.052321404689843254,0.003922880599993293,0.06103984187305733,-0.07000000000000028,0.7,0.030460071998707962
Comércio,2024q4,2024-10-01,-0.0312898630654832,-0.003940008555196139,0.052229968613890954,0.7200000000000006,0.4,0.030460071998707962
Intermediação Financeira,2012q2,2012-04-01,-0.04163767066860613,0.0008203473603640724,0.10490787335067497,-1.4366666666666674,-2.1,0.01377688996396917
Intermediação Financeira,2012q3,2012-07-01,0.02687155140828601,0.0001079859607021202,0.032767915578264306,-1.0999999999999996,1.5,0.01377688996396917
Intermediação Financeira,2012q4,2012-10-01,-0.028603508463681315,-0.001706717344728745,0.01454974450225599,-0.5933333333333328,-0.9,0.01377688996396917
Intermediação Financeira,2013q1,2013-01-01,-0.011046777111176187,0.0007845483570679384,-0.030949800646382197,-0.049999999999998934,0.3,0.01377688996396917
Intermediação Financeira,2013q2,2013-04-01,-0.003598034945987205,0.003176296559632041,0.03653703884775428,0.3999999999999986,2.9,0.01377688996396917
Intermediação Financeira,2013q3,2013-07-01,0.03857619558115433,-0.0010471170383329672,0.10026057652606335,0.9999999999999991,0.5,0.01377688996396917
Intermediação Financeira,2013q4,2013-10-01,-0.00723002622254576,0.0002522759704495519,-0.005170008010641491,1.0066666666666677,-0.8,0.01377688996396917
Intermediação Financeira,2014q1,2014-01-01,-0.030211575565272764,-0.00045294334314867037,0.03771592375115218,0.8833333333333329,0.1,0.01377688996396917
Intermediação Financeira,2014q2,2014-04-01,0.00991256351247971,0.00021893983116026385,-0.05847310268713091,0.4733333333333345,-2.5,0.01377688996396917
Intermediação Financeira,2014q3,2014-07-01,-0.024875060559691686,-0.0002887141054622376,0.020171312936064778,0.009999999999999787,-0.5,0.01377688996396917
Intermediação Financeira,2014q4,2014-10-01,0.02526952391718451,0.0004976873931260602,0.11222140317856344,0.31666666666666643,0.8,0.01377688996396917
Intermediação Financeira,2015q1,2015-01-01,0.007142375562077863,-0.0009782068495811657,0.1177350169727408,0.966666666666665,-2.1,0.01377688996396917
Intermediação Financeira,2015q2,2015-04-01,0.004093358444668294,-0.003807610694307467,0.07038418738881802,0.9533333333333331,-2.8,0.01377688996396917
Intermediação Financeira,2015q3,2015-07-01,0.057367769931535584,-0.002038034101129331,0.14398075210599304,0.860000000000003,-2.0,0.01377688996396917
Intermediação Financeira,2015q4,2015-10-01,0.030296378574554694,-0.0013435993258653636,0.07976587665686452,0.15333333333333243,-1.7,0.01377688996396917
Intermediação Financeira,2016q1,2016-01-01,-0.10417717632123535,-0.00019862680243634928,0.01739682790150887,0.0,-0.2,0.01377688996396917
Intermediação Financeira,2016q2,2016-04-01,0.03944874673267451,0.0015129373834906871,-0.10795932394566643,0.0,-0.6,0.01377688996396917
Intermediação Financeira,2016q3,2016-07-01,-0.03543910734242495,9.52515219488024e-05,-0.07777469830757666,0.0,-1.0,0.01377688996396917
Intermediação Financeira,2016q4,2016-10-01,-0.01494147056699413,0.002051625697571827,0.014106992753903702,-0.2833333333333332,-1.7,0.01377688996396917
Intermediação Financeira,2017q1,2017-01-01,-0.050882201726223375,0.00035453871693218105,-0.046764403924270725,-1.1533333333333342,0.9,0.01377688996396917
Intermediação Financeira,2017q2,2017-04-01,0.07781912367782606,0.0006714964088473966,0.02227698075468809,-1.75,0.3,0.01377688996396917
Intermediação Financeira,2017q3,2017-07-01,-0.04878747623371682,0.0009345882206515392,-0.015606942019981362,-1.793333333333333,0.3,0.01377688996396917
Intermediação Financeira,2017q4,2017-10-01,0.024288782519997998,0.0010541201912237545,0.02606949025424643,-1.7000000000000002,1.1,0.01377688996396917
Intermediação Financeira,2018q1,2018-01-01,-0.022490495680823397,-0.0008444421101053924,-0.0011502635576929876,-0.7366666666666664,0.5,0.01377688996396917
Intermediação Financeira,2018q2,2018-04-01,0.021849283582751067,0.0008081447808716891,0.10575298638937713,-0.33333333333333215,-1.6,0.01377688996396917
Intermediação Financeira,2018q3,2018-07-01,-0.020002879746169544,-0.00027805972150321957,0.09334328987546825,0.0,1.1,0.01377688996396917
Intermediação Financeira,2018q4,2018-10-01,0.03343149161608938,-0.0005186500332210061,-0.03818479547147202,0.0,-0.5,0.01377688996396917
Intermediação Financeira,2019q1,2019-01-01,-0.06484571094533775,0.00022376603014363149,-0.010412546807952117,0.0,-0.9,0.01377688996396917
Intermediação Financeira,2019q2,2019-04-01,-0.011969729421621444,0.00017560480980112874,0.038559850467068335,0.0,0.6,0.01377688996396917
Intermediação Financeira,2019q3,2019-07-01,0.036101221028572716,-0.0010510942924326343,0.013878494353589454,-0.3966666666666674,0.2,0.01377688996396917
Intermediação Financeira,2019q4,2019-10-01,0.05713086902560516,0.0007141179259768144,0.035525123915613355,-1.0466666666666669,0.1,0.01377688996396917
Intermediação Financeira,2020q1,2020-01-01,-0.0719244594921955,-0.0008253910779170817,0.079532534568028,-0.7766666666666664,-1.9,0.01377688996396917
Intermediação Financeira,2020q2,2020-04-01,0.11919954574933689,-0.0021681509041946165,0.18954309575439465,-1.1000000000000005,-11.8,0.01377688996396917
Intermediação Financeira,2020q3,2020-07-01,0.022659807566786316,0.003987594809106619,-0.001529104348209298,-1.0833333333333333,15.4,0.01377688996396917
Intermediação Financeira,2020q4,2020-10-01,-0.11824458493489276,0.0005693139060523335,0.0029879298816946065,-0.09666666666666712,2.5,0.01377688996396917
Intermediação Financeira,2021q1,2021-01-01,-0.07343151141860638,-0.00066506456595711,0.014082666495261353,0.1100000000000001,1.7,0.01377688996396917
Intermediação Financeira,2021q2,2021-04-01,0.011533906693641516,-0.00048053661852254443,-0.03304545679714299,1.2233333333333332,-1.6,0.01377688996396917
Intermediação Financeira,2021q3,2021-07-01,0.030190867455829995,0.0011040541639819887,-0.012479099776196545,1.6300000000000003,-1.1,0.01377688996396917
Intermediação Financeira,2021q4,2021-10-01,-0.003650649031376574,0.0005396362352471072,0.06539429741048952,2.706666666666667,-2.7,0.01377688996396917
Intermediação Financeira,2022q1,2022-01-01,-0.07610371620539436,0.00014833778983503926,-0.06469337471267944,2.6933333333333334,3.3,0.01377688996396917
Intermediação Financeira,2022q2,2022-04-01,-0.05019144808207132,0.0012441608617552718,-0.061526752279471575,2.086666666666666,1.5,0.01377688996396917
Intermediação Financeira,2022q3,2022-07-01,0.02269461288299457,-0.0006001186594945187,0.06466213921882047,1.1100000000000012,0.5,0.01377688996396917
Intermediação Financeira,2022q4,2022-10-01,-0.00430065025528803,-0.0009855696243395123,0.0012057445663369304,0.1899999999999995,-0.6,0.01377688996396917
Intermediação Financeira,2023q1,2023-01-01,-0.009999589614849036,-0.0007682810594301886,-0.011706187334243445,0.0,0.2,0.01377688996396917
Intermediação Financeira,2023q2,2023-04-01,0.030512169526784483,-0.0008721296454542708,-0.047962408624016684,0.0,0.9,0.01377688996396917
Intermediação Financeira,2023q3,2023-07-01,0.002739003623164038,6.465953792945978e-05,-0.014429619012711559,-0.379999999999999,0.7,0.01377688996396917
Intermediação Financeira,2023q4,2023-10-01,0.06547338416492199,-0.00013377453908518984,0.014846925106051678,-1.0400000000000027,1.5,0.01377688996396917
Intermediação Financeira,2024q1,2024-01-01,-0.03142323641974931,0.0016024076821024797,-9.421518755781122e-05,-0.9633333333333329,0.6,0.01377688996396917
Intermediação Financeira,2024q2,2024-04-01,0.0363918060367352,0.0002884545664454527,0.051942189732470334,-0.7633333333333319,0.5,0.01377688996396917
Intermediação Financeira,2024q3,2024-07-01,-0.000448404914561884,0.0017742930604428449,0.06103984187305733,-0.07000000000000028,0.7,0.01377688996396917
Intermediação Financeira,2024q4,2024-10-01,0.04610909678295583,-0.0017820399217814333,0.052229968613890954,0.7200000000000006,0.4,0.01377688996396917
Outros Serviços,2012q2,2012-04-01,0.041554000918602174,0.006591687998517316,0.10490787335067497,-1.4366666666666674,-2.1,0.11070061856734227
Outros Serviços,2012q3,2012-07-01,0.012578635714928899,0.0008676931206953907,0.032767915578264306,-1.0999999999999996,1.5,0.11070061856734227
Outros Serviços,2012q4,2012-10-01,0.05165335330286758,-0.013713883632315176,0.01454974450225599,-0.5933333333333328,-0.9,0.11070061856734227
Outros Serviços,2013q1,2013-01-01,-0.08777706314157796,0.006304034412015519,-0.030949800646382197,-0.049999999999998934,0.3,0.11070061856734227
Outros Serviços,2013q2,2013-04-01,0.02825832545061502,0.025522305456759684,0.03653703884775428,0.3999999999999986,2.9,0.11070061856734227
Outros Serviços,2013q3,2013-07-01,0.015263933350093462,-0.008413836806348924,0.10026057652606335,0.9999999999999991,0.5,0.11070061856734227
Outros Serviços,2013q4,2013-10-01,0.02936114631115383,0.0020270979917441437,-0.005170008010641491,1.0066666666666677,-0.8,0.11070061856734227
Outros Serviços,2014q1,2014-01-01,-0.06779509446010801,-0.0036395085098053547,0.03771592375115218,0.8833333333333329,0.1,0.11070061856734227
Outros Serviços,2014q2,2014-04-01,0.008841759835324758,0.0017592341088487568,-0.05847310268713091,0.4733333333333345,-2.5,0.11070061856734227
Outros Serviços,2014q3,2014-07-01,-0.0014020160913534863,-0.0023198871550381872,0.020171312936064778,0.009999999999999787,-0.5,0.11070061856734227
Outros Serviços,2014q4,2014-10-01,0.014416765358706618,0.003999037694015961,0.11222140317856344,0.31666666666666643,0.8,0.11070061856734227
Outros Serviços,2015q1,2015-01-01,-0.058229596815882356,-0.007860126895014266,0.1177350169727408,0.966666666666665,-2.1,0.11070061856734227
Outros Serviços,2015q2,2015-04-01,-0.0004792068357828416,-0.030595066101698553,0.07038418738881802,0.9533333333333331,-2.8,0.11070061856734227
Outros Serviços,2015q3,2015-07-01,-0.006427119613861887,-0.0163760933161547,0.14398075210599304,0.860000000000003,-2.0,0.11070061856734227
Outros Serviços,2015q4,2015-10-01,0.030174188681064695,-0.010796143169391191,0.07976587665686452,0.15333333333333243,-1.7,0.11070061856734227
Outros Serviços,2016q1,2016-01-01,-0.04566420118396053,-0.0015960140460773702,0.01739682790150887,0.0,-0.2,0.11070061856734227
Outros Serviços,2016q2,2016-04-01,0.013796260545460237,0.012156815118948871,-0.10795932394566643,0.0,-0.6,0.11070061856734227
Outros Serviços,2016q3,2016-07-01,0.008013284063540516,0.0007653688478887528,-0.07777469830757666,0.0,-1.0,0.11070061856734227
Outros Serviços,2016q4,2016-10-01,0.012230022573499033,0.01648530505678971,0.014106992753903702,-0.2833333333333332,-1.7,0.11070061856734227
Outros Serviços,2017q1,2017-01-01,-0.0558193504213893,0.002848803712093881,-0.046764403924270725,-1.1533333333333342,0.9,0.11070061856734227
Outros Serviços,2017q2,2017-04-01,0.022160858354617785,0.005395634865311763,0.02227698075468809,-1.75,0.3,0.11070061856734227
Outros Serviços,2017q3,2017-07-01,0.0019316338479409279,0.007509640739125865,-0.015606942019981362,-1.793333333333333,0.3,0.11070061856734227
Outros Serviços,2017q4,2017-10-01,-3.395607771494724e-05,0.008470108821220158,0.02606949025424643,-1.7000000000000002,1.1,0.11070061856734227
Outros Serviços,2018q1,2018-01-01,-0.03461558930965691,-0.006785295097620617,-0.0011502635576929876,-0.7366666666666664,0.5,0.11070061856734227
Outros Serviços,2018q2,2018-04-01,0.04076445425484354,0.006493637342566893,0.10575298638937713,-0.33333333333333215,-1.6,0.11070061856734227
Outros Serviços,2018q3,2018-07-01,0.0025637347830360646,-0.0022342766219061176,0.09334328987546825,0.0,1.1,0.11070061856734227
Outros Serviços,2018q4,2018-10-01,-0.0005379958239468685,-0.004167477540119408,-0.03818479547147202,0.0,-0.5,0.11070061856734227
Outros Serviços,2019q1,2019-01-01,-0.03762078542167324,0.0017980137764069025,-0.010412546807952117,0.0,-0.9,0.11070061856734227
Outros Serviços,2019q2,2019-04-01,0.013523718850319222,0.0014110268078808721,0.038559850467068335,0.0,0.6,0.11070061856734227
Outros Serviços,2019q3,2019-07-01,0.004359947437771794,-0.008445794997942537,0.013878494353589454,-0.3966666666666674,0.2,0.11070061856734227
Outros Serviços,2019q4,2019-10-01,0.018002124465644975,0.005738108988487948,0.035525123915613355,-1.0466666666666669,0.1,0.11070061856734227
Outros Serviços,2020q1,2020-01-01,-0.05564138450016398,-0.006632215480006778,0.079532534568028,-0.7766666666666664,-1.9,0.11070061856734227
Outros Serviços,2020q2,2020-04-01,-0.006043495417093814,-0.0174216130686535,0.18954309575439465,-1.1000000000000005,-11.8,0.11070061856734227
Outros Serviços,2020q3,2020-07-01,0.14332104434775128,0.03204128167667012,-0.001529104348209298,-1.0833333333333333,15.4,0.11070061856734227
Outros Serviços,2020q4,2020-10-01,0.03165761102517428,0.0045745739222574034,0.0029879298816946065,-0.09666666666666712,2.5,0.11070061856734227
Outros Serviços,2021q1,2021-01-01,-0.054153931628686536,-0.0053439534634609235,0.014082666495261353,0.1100000000000001,1.7,0.11070061856734227
Outros Serviços,2021q2,2021-04-01,-0.0008453279151856563,-0.0038612271023306327,-0.03304545679714299,1.2233333333333332,-1.6,0.11070061856734227
Outros Serviços,2021q3,2021-07-01,0.01948687627120127,0.008871340281028435,-0.012479099776196545,1.6300000000000003,-1.1,0.11070061856734227
Outros Serviços,2021q4,2021-10-01,-0.0233108576448664,0.004336106711996693,0.06539429741048952,2.706666666666667,-2.7,0.11070061856734227
Outros Serviços,2022q1,2022-01-01,-0.033245069338263544,0.00119192975588812,-0.06469337471267944,2.6933333333333334,3.3,0.11070061856734227
Outros Serviços,2022q2,2022-04-01,0.03127378464817676,0.009997131235989483,-0.061526752279471575,2.086666666666666,1.5,0.11070061856734227
Outros Serviços,2022q3,2022-07-01,0.0290648891543952,-0.004822097512108441,0.06466213921882047,1.1100000000000012,0.5,0.11070061856734227
Outros Serviços,2022q4,2022-10-01,0.013956158852145961,-0.0079192885579333,0.0012057445663369304,0.1899999999999995,-0.6,0.11070061856734227
Outros Serviços,2023q1,2023-01-01,-0.056864108214429,-0.00617332276986496,-0.011706187334243445,0.0,0.2,0.11070061856734227
Outros Serviços,2023q2,2023-04-01,0.01667713621367417,-0.007007771091676023,-0.047962408624016684,0.0,0.9,0.11070061856734227
Outros Serviços,2023q3,2023-07-01,0.019214343310508086,0.000519554911434273,-0.014429619012711559,-0.379999999999999,0.7,0.11070061856734227
Outros Serviços,2023q4,2023-10-01,0.01692460727709766,-0.0010749105396081074,0.014846925106051678,-1.0400000000000027,1.5,0.11070061856734227
